Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm
2013-09-05,12.2,28.8,0.0,5.8,10.1,28.0,13.0,11.0,62.0,29.0,1027.3,1023.0,1.0,5.0,17.7,28.5
2013-09-06,16.0,23.3,0.0,5.0,8.5,24.0,13.0,15.0,74.0,70.0,1026.9,1023.1,7.0,7.0,20.5,21.2
2013-09-07,15.4,31.1,0.0,3.2,9.1,39.0,13.0,15.0,74.0,23.0,1022.4,1018.1,5.0,4.0,19.2,29.9
2013-09-08,17.0,21.2,0.0,4.6,1.7,41.0,13.0,13.0,78.0,73.0,1026.2,1023.0,7.0,7.0,17.5,18.7
2013-09-09,15.3,26.1,0.0,2.2,5.1,33.0,9.0,11.0,70.0,69.0,1021.0,1014.0,2.0,7.0,21.1,22.5
2013-09-10,20.1,31.6,0.0,7.4,9.7,74.0,33.0,31.0,24.0,14.0,1005.5,1000.4,2.0,4.0,25.9,30.6
2013-09-11,14.7,25.0,0.0,11.6,6.8,43.0,28.0,15.0,38.0,22.0,1011.7,1008.7,5.0,3.0,16.9,24.5
2013-09-12,12.1,23.6,0.0,6.4,10.2,74.0,15.0,6.0,41.0,27.0,1015.2,1010.1,1.0,4.0,17.5,22.4
2013-09-13,10.0,18.5,0.0,5.6,6.1,41.0,20.0,24.0,67.0,56.0,1021.9,1018.1,7.0,7.0,14.9,16.9
2013-09-14,14.1,22.9,2.2,3.4,8.4,54.0,17.0,24.0,75.0,59.0,1011.2,1009.1,5.0,3.0,17.0,20.2
2013-09-15,12.8,18.8,0.0,4.0,6.2,33.0,6.0,17.0,74.0,66.0,1018.4,1016.3,7.0,5.0,16.4,17.9
2013-09-16,14.6,17.7,1.2,2.2,0.0,80.0,6.0,35.0,75.0,91.0,1016.0,1010.0,8.0,8.0,16.5,16.5
2013-09-17,15.2,23.9,32.2,,5.7,57.0,22.0,28.0,73.0,42.0,1000.8,998.3,6.0,5.0,17.7,23.2
2013-09-18,15.2,25.3,0.0,6.8,10.7,48.0,20.0,28.0,53.0,28.0,1002.0,1000.0,6.0,1.0,20.7,24.7
2013-09-19,14.2,23.4,0.2,7.6,11.2,63.0,9.0,46.0,31.0,21.0,1005.7,1002.9,0.0,1.0,19.9,22.9
2013-09-20,11.4,21.6,0.0,6.2,10.3,69.0,13.0,24.0,34.0,30.0,1007.9,1006.2,2.0,6.0,18.6,18.9
2013-09-21,11.3,22.0,0.0,7.0,11.0,37.0,22.0,19.0,49.0,42.0,1014.8,1012.2,1.0,2.0,16.8,20.1
2013-09-22,11.0,25.2,0.0,4.6,10.5,28.0,11.0,20.0,57.0,51.0,1014.9,1011.6,1.0,2.0,16.9,21.6
2013-09-23,12.9,24.4,0.0,5.4,10.9,24.0,7.0,13.0,55.0,54.0,1012.0,1007.3,1.0,1.0,19.1,22.8
2013-09-24,17.5,28.4,0.0,7.4,5.3,39.0,2.0,9.0,32.0,32.0,1004.1,1000.4,7.0,5.0,22.4,26.9
2013-09-25,15.6,28.8,0.0,6.4,10.7,43.0,9.0,20.0,40.0,32.0,1009.8,1006.0,0.0,1.0,23.4,27.3
2013-09-26,16.2,31.8,0.0,8.4,11.4,,17.0,35.0,30.0,20.0,1002.9,1005.8,0.0,0.0,26.9,26.3
2013-09-27,12.7,22.6,0.0,12.2,11.4,46.0,19.0,19.0,29.0,39.0,1019.9,1016.6,0.0,0.0,18.1,19.9
2013-09-28,11.7,29.3,0.0,8.0,11.5,76.0,13.0,39.0,47.0,13.0,1011.1,1005.2,1.0,1.0,18.9,27.9
2013-09-29,14.4,22.8,0.0,9.8,10.8,,13.0,22.0,34.0,35.0,1017.4,1014.8,1.0,1.0,19.4,20.8
2013-09-30,12.4,27.4,0.0,6.4,10.6,35.0,6.0,17.0,46.0,35.0,1016.6,1010.7,6.0,3.0,20.3,26.2
2013-10-01,20.2,32.2,0.0,8.6,3.0,85.0,35.0,41.0,33.0,32.0,1003.8,1005.0,7.0,7.0,24.7,26.4
2013-10-02,13.0,26.6,0.0,9.8,11.2,48.0,17.0,15.0,31.0,26.0,1015.6,1007.6,1.0,7.0,20.8,26.0
2013-10-03,15.2,18.9,0.0,10.0,3.7,65.0,30.0,24.0,41.0,41.0,1010.9,1014.3,2.0,4.0,17.7,17.2
2013-10-04,9.7,20.4,5.0,3.8,10.6,39.0,15.0,15.0,45.0,37.0,1022.4,1019.1,2.0,1.0,16.1,19.3
2013-10-05,11.3,25.0,0.0,5.2,9.2,28.0,15.0,13.0,56.0,41.0,1016.5,1010.4,4.0,6.0,17.8,23.4
2013-10-06,14.1,29.8,0.0,5.6,11.2,33.0,9.0,17.0,41.0,24.0,1010.5,1005.0,2.0,3.0,20.1,28.9
2013-10-07,15.8,21.9,0.0,9.8,10.4,52.0,26.0,33.0,60.0,44.0,1011.2,1010.8,2.0,2.0,18.3,20.3
2013-10-08,14.3,21.9,0.0,5.8,11.2,44.0,9.0,22.0,58.0,49.0,1014.0,1015.8,1.0,5.0,17.7,19.8
2013-10-09,12.3,27.3,0.0,5.0,11.9,30.0,13.0,15.0,59.0,36.0,1019.0,1013.1,0.0,0.0,17.6,25.7
2013-10-10,17.6,37.3,0.0,10.0,10.0,74.0,15.0,22.0,22.0,10.0,1009.7,1003.1,7.0,1.0,27.3,37.1
2013-10-11,17.9,22.1,0.0,13.2,10.0,61.0,24.0,19.0,64.0,49.0,1013.1,1012.7,5.0,1.0,18.4,20.5
2013-10-12,14.3,24.7,0.0,5.8,11.2,31.0,13.0,24.0,63.0,62.0,1016.0,1009.5,0.0,0.0,18.5,23.3
2013-10-13,17.5,35.0,0.0,6.6,10.8,80.0,11.0,46.0,45.0,10.0,1002.2,996.3,2.0,1.0,24.7,34.2
2013-10-14,13.1,20.7,5.0,15.2,6.7,44.0,28.0,24.0,44.0,34.0,1014.5,1014.4,5.0,2.0,14.8,19.3
2013-10-15,10.7,24.3,0.0,5.8,12.1,33.0,15.0,20.0,40.0,32.0,1022.6,1018.7,1.0,0.0,15.4,21.5
2013-10-16,12.7,28.3,0.0,6.4,11.7,48.0,9.0,35.0,33.0,32.0,1018.9,1012.4,1.0,1.0,21.1,25.1
2013-10-17,19.6,33.6,0.0,11.2,5.2,80.0,31.0,43.0,23.0,10.0,1005.9,1003.3,7.0,7.0,27.5,31.5
2013-10-18,13.7,22.1,0.0,13.4,11.2,41.0,15.0,22.0,30.0,43.0,1025.8,1025.1,2.0,2.0,17.9,19.7
2013-10-19,12.6,22.4,0.0,6.8,12.1,37.0,13.0,28.0,57.0,43.0,1028.1,1024.4,0.0,0.0,17.6,21.3
2013-10-20,15.5,24.4,0.0,7.2,10.9,48.0,4.0,19.0,65.0,59.0,1021.5,1016.5,0.0,5.0,20.7,23.4
2013-10-21,16.6,28.9,0.0,6.2,10.3,37.0,11.0,15.0,56.0,48.0,1016.3,1011.9,0.0,6.0,21.4,26.7
2013-10-22,19.5,27.0,0.0,9.4,0.6,50.0,20.0,7.0,72.0,65.0,1016.2,1011.7,7.0,8.0,21.4,24.2
2013-10-23,20.1,33.6,3.6,2.8,11.9,63.0,28.0,31.0,47.0,16.0,1004.8,1002.3,3.0,1.0,27.0,32.9
2013-10-24,16.4,25.9,0.0,12.4,12.5,70.0,20.0,31.0,41.0,18.0,1011.7,1012.9,1.0,1.0,20.2,23.7
2013-10-25,12.2,23.4,0.0,10.8,10.4,35.0,20.0,26.0,28.0,31.0,1023.2,1019.2,1.0,0.0,16.0,20.7
2013-10-26,14.0,23.9,0.0,8.8,11.6,44.0,28.0,26.0,34.0,42.0,1020.9,1019.1,7.0,1.0,17.2,21.6
2013-10-27,14.6,22.3,0.0,6.0,9.1,37.0,17.0,20.0,51.0,55.0,1022.5,1020.4,3.0,7.0,20.5,20.5
2013-10-28,15.6,22.3,28.2,3.2,5.7,61.0,15.0,19.0,81.0,61.0,1019.5,1014.3,7.0,2.0,19.5,22.2
2013-10-29,16.4,26.3,0.0,4.8,5.0,93.0,15.0,0.0,78.0,68.0,1006.6,1008.7,7.0,7.0,19.5,18.9
2013-10-30,13.2,22.2,0.4,7.4,12.0,,0.0,0.0,57.0,49.0,1019.6,1018.0,6.0,2.0,16.7,21.7
2013-10-31,15.4,22.2,0.0,5.4,9.8,,0.0,0.0,62.0,56.0,1022.0,1019.3,5.0,1.0,18.2,21.1
2013-11-01,17.3,21.7,0.0,8.0,7.7,,0.0,0.0,63.0,61.0,1023.8,1020.2,7.0,7.0,19.0,21.0
2013-11-02,15.9,26.1,0.0,5.6,7.1,,0.0,0.0,71.0,63.0,1018.2,1012.5,7.0,7.0,19.3,23.5
2013-11-03,18.7,34.2,0.0,7.6,7.4,,0.0,0.0,49.0,11.0,1010.3,1006.1,7.0,6.0,23.8,32.8
2013-11-04,14.8,20.5,0.0,11.2,11.7,,0.0,0.0,34.0,38.0,1022.5,1024.0,1.0,1.0,17.0,19.0
2013-11-05,15.0,21.4,0.0,9.8,4.3,33.0,0.0,20.0,58.0,47.0,1028.0,1026.5,7.0,5.0,16.6,19.1
2013-11-06,11.8,21.4,0.0,4.6,12.2,43.0,11.0,30.0,58.0,51.0,1024.3,1019.2,1.0,1.0,17.4,20.7
2013-11-07,15.0,26.2,0.0,8.0,11.9,48.0,11.0,22.0,59.0,51.0,1017.1,1012.2,0.0,1.0,20.6,24.7
2013-11-08,17.9,28.1,0.0,9.4,8.3,63.0,4.0,28.0,43.0,44.0,1011.0,1006.4,3.0,6.0,24.5,27.6
2013-11-09,22.3,33.3,0.0,10.4,9.5,48.0,9.0,20.0,46.0,37.0,1006.4,1006.6,4.0,3.0,24.8,28.4
2013-11-10,15.7,18.9,11.6,9.6,0.7,50.0,15.0,22.0,87.0,62.0,1017.5,1017.2,8.0,7.0,15.8,18.7
2013-11-11,15.1,18.4,39.6,9.4,0.0,54.0,31.0,28.0,91.0,91.0,1018.1,1016.4,8.0,7.0,16.0,17.3
2013-11-12,15.6,22.8,20.2,1.8,4.9,28.0,4.0,6.0,92.0,66.0,1013.2,1011.8,8.0,7.0,17.4,21.9
2013-11-13,15.1,27.6,7.4,3.2,13.0,37.0,20.0,24.0,59.0,59.0,1014.4,1011.2,1.0,3.0,20.7,23.2
2013-11-14,16.9,27.0,0.0,9.6,13.2,33.0,15.0,20.0,32.0,45.0,1014.1,1011.3,0.0,1.0,22.5,23.7
2013-11-15,15.9,23.3,0.0,7.8,8.0,69.0,2.0,26.0,68.0,62.0,1015.8,1014.6,3.0,6.0,20.7,22.6
2013-11-16,15.7,21.7,23.0,,5.6,50.0,19.0,33.0,74.0,75.0,1016.0,1014.5,7.0,7.0,18.0,18.8
2013-11-17,14.8,18.0,40.8,5.6,0.0,50.0,22.0,17.0,83.0,83.0,1015.5,1014.5,7.0,8.0,16.4,16.8
2013-11-18,15.2,20.0,11.2,4.0,0.0,59.0,30.0,24.0,80.0,91.0,1013.3,1010.5,8.0,8.0,17.9,18.4
2013-11-19,16.4,25.4,17.6,2.0,10.3,39.0,17.0,17.0,79.0,55.0,1011.4,1010.3,6.0,2.0,20.0,24.5
2013-11-20,16.6,24.9,0.2,6.8,12.0,33.0,11.0,22.0,71.0,66.0,1012.4,1010.7,4.0,1.0,20.8,24.2
2013-11-21,20.1,24.6,0.0,6.2,9.8,52.0,15.0,24.0,64.0,64.0,1012.8,1010.4,6.0,5.0,23.6,23.5
2013-11-22,19.9,24.3,3.0,9.8,2.9,69.0,28.0,39.0,79.0,67.0,1009.1,1006.6,7.0,7.0,21.1,22.6
2013-11-23,18.1,25.0,7.4,4.0,9.3,31.0,9.0,7.0,78.0,60.0,1005.8,1003.2,3.0,5.0,21.7,22.6
2013-11-24,16.8,23.8,3.6,5.0,13.0,41.0,7.0,20.0,58.0,51.0,1006.3,1005.2,1.0,2.0,20.8,22.7
2013-11-25,16.4,23.3,0.0,8.2,10.3,61.0,6.0,35.0,57.0,69.0,1008.1,1009.1,3.0,7.0,20.8,20.0
2013-11-26,14.7,22.9,4.2,7.4,7.7,41.0,13.0,22.0,61.0,46.0,1016.7,1016.4,7.0,1.0,17.0,22.2
2013-11-27,13.7,23.9,0.0,5.6,12.6,30.0,13.0,20.0,52.0,48.0,1018.3,1014.8,1.0,1.0,19.5,22.5
2013-11-28,16.6,26.5,0.0,8.0,11.2,46.0,9.0,19.0,56.0,60.0,1011.7,1005.0,6.0,7.0,23.3,25.6
2013-11-29,19.5,20.9,0.2,10.6,0.0,59.0,13.0,19.0,72.0,83.0,1005.8,1008.8,8.0,7.0,20.9,17.1
2013-11-30,14.9,22.9,2.8,3.4,7.3,44.0,22.0,20.0,59.0,49.0,1018.8,1019.5,7.0,2.0,18.5,21.9
2013-12-01,14.0,22.7,0.0,7.0,7.5,35.0,6.0,17.0,64.0,49.0,1025.1,1024.3,5.0,4.0,19.0,21.8
2013-12-02,15.2,24.1,0.0,5.0,12.1,37.0,11.0,22.0,52.0,44.0,1022.5,1019.6,4.0,5.0,21.3,23.3
2013-12-03,15.2,24.6,0.0,8.0,13.3,48.0,11.0,30.0,51.0,52.0,1017.6,1013.5,2.0,1.0,22.8,23.4
2013-12-04,17.8,27.8,0.0,8.8,7.9,54.0,13.0,15.0,61.0,63.0,1006.3,1000.5,5.0,7.0,23.5,24.9
2013-12-05,19.0,26.3,4.0,8.0,8.4,78.0,4.0,48.0,80.0,32.0,996.7,996.9,7.0,6.0,21.5,22.3
2013-12-06,12.7,22.9,0.0,10.0,13.6,59.0,26.0,24.0,37.0,39.0,1011.7,1013.3,1.0,1.0,17.1,22.0
2013-12-07,13.6,25.0,0.0,7.6,12.6,30.0,13.0,22.0,47.0,45.0,1020.4,1018.3,3.0,6.0,20.0,23.9
2013-12-08,16.2,25.6,0.0,7.2,11.4,46.0,9.0,26.0,58.0,45.0,1019.0,1013.5,3.0,2.0,22.6,25.3
2013-12-09,19.3,29.8,0.0,10.0,4.1,56.0,6.0,6.0,52.0,46.0,1009.1,1004.0,7.0,7.0,25.4,29.2
2013-12-10,23.0,33.0,0.0,8.0,12.0,54.0,24.0,13.0,34.0,33.0,1002.5,1002.6,1.0,1.0,28.6,30.4
2013-12-11,18.1,28.0,0.0,11.2,13.2,31.0,13.0,24.0,31.0,40.0,1009.7,1005.0,1.0,3.0,23.7,24.9
2013-12-12,19.9,24.8,0.0,10.4,9.7,46.0,15.0,28.0,69.0,59.0,1011.9,1009.8,6.0,2.0,20.6,24.0
2013-12-13,18.9,26.3,0.0,6.8,13.0,46.0,9.0,30.0,63.0,63.0,1012.5,1009.8,1.0,1.0,24.3,25.1
2013-12-14,20.6,26.7,0.0,8.8,9.8,50.0,30.0,31.0,65.0,56.0,1014.8,1015.0,3.0,5.0,23.7,23.6
2013-12-15,19.1,24.6,1.2,7.8,2.0,30.0,2.0,19.0,81.0,59.0,1018.6,1016.9,7.0,5.0,20.1,23.8
2013-12-16,18.7,24.8,2.2,7.0,6.4,35.0,9.0,24.0,83.0,60.0,1020.6,1019.2,7.0,3.0,20.1,23.9
2013-12-17,18.7,26.0,0.2,3.6,11.9,44.0,9.0,30.0,60.0,52.0,1021.8,1019.5,6.0,1.0,22.5,24.7
2013-12-18,20.6,26.0,0.0,10.0,12.9,33.0,15.0,26.0,57.0,54.0,1024.2,1022.9,3.0,1.0,24.5,24.5
2013-12-19,18.9,26.4,0.0,9.0,12.9,56.0,17.0,28.0,60.0,59.0,1022.5,1018.8,2.0,1.0,23.1,25.1
2013-12-20,20.3,33.5,0.0,10.0,10.1,43.0,6.0,9.0,59.0,40.0,1016.3,1011.6,2.0,3.0,26.2,31.4
2013-12-21,21.5,27.8,0.0,11.6,9.9,57.0,28.0,37.0,59.0,57.0,1016.8,1015.4,6.0,1.0,25.1,26.5
2013-12-22,21.7,28.7,0.0,8.0,6.9,52.0,9.0,9.0,67.0,66.0,1012.6,1008.3,7.0,7.0,25.5,26.8
2013-12-23,22.4,36.0,0.0,7.6,4.0,57.0,11.0,9.0,61.0,34.0,1007.2,1004.3,7.0,7.0,27.5,31.5
2013-12-24,19.2,22.9,0.0,6.6,0.0,41.0,24.0,17.0,58.0,56.0,1018.3,1018.5,7.0,7.0,21.8,22.1
2013-12-25,18.7,21.5,0.6,3.6,0.0,35.0,6.0,13.0,85.0,88.0,1019.3,1016.4,8.0,8.0,18.9,20.1
2013-12-26,18.7,26.6,21.0,1.2,9.5,43.0,13.0,24.0,82.0,51.0,1012.3,1010.5,7.0,1.0,21.5,25.2
2013-12-27,17.9,24.8,1.8,6.2,10.5,31.0,9.0,22.0,78.0,64.0,1012.5,1010.7,5.0,5.0,21.0,24.3
2013-12-28,19.4,25.5,0.0,5.6,12.4,54.0,19.0,28.0,62.0,63.0,1012.3,1007.6,4.0,1.0,23.6,24.9
2013-12-29,20.0,24.6,0.0,10.2,11.7,78.0,39.0,28.0,65.0,47.0,1009.5,1012.9,2.0,1.0,21.4,23.5
2013-12-30,18.8,24.2,0.0,11.4,10.2,43.0,9.0,24.0,47.0,49.0,1015.3,1011.7,5.0,1.0,22.1,23.4
2013-12-31,17.5,26.2,0.0,6.4,10.6,37.0,9.0,24.0,60.0,55.0,1013.2,1011.0,2.0,1.0,22.5,25.9
2014-01-01,20.5,27.1,0.0,7.4,5.9,,13.0,24.0,58.0,62.0,1014.6,1011.3,5.0,8.0,24.4,24.9
2014-01-02,22.3,36.5,0.0,8.0,3.5,52.0,6.0,33.0,50.0,22.0,1003.6,1002.0,7.0,7.0,27.1,34.5
2014-01-03,21.0,26.2,0.2,5.6,5.6,37.0,13.0,26.0,62.0,52.0,1005.3,1000.0,7.0,6.0,22.2,24.8
2014-01-04,20.1,27.5,0.0,7.4,11.2,57.0,17.0,22.0,60.0,54.0,1003.4,1002.3,1.0,1.0,22.9,24.6
2014-01-05,20.8,26.0,0.0,8.2,12.2,59.0,9.0,22.0,63.0,70.0,1010.5,1005.7,6.0,2.0,24.2,24.9
2014-01-06,19.6,32.0,0.0,9.4,12.8,43.0,17.0,26.0,30.0,26.0,1008.9,1007.3,1.0,1.0,25.3,28.9
2014-01-07,18.3,21.6,0.0,11.4,1.7,44.0,26.0,13.0,55.0,63.0,1018.3,1019.4,5.0,7.0,20.9,19.5
2014-01-08,16.2,22.3,5.8,7.6,0.4,35.0,11.0,15.0,68.0,60.0,1023.7,1022.4,7.0,7.0,18.3,20.5
2014-01-09,18.1,23.2,0.0,3.8,2.0,33.0,17.0,20.0,49.0,53.0,1024.3,1023.1,7.0,7.0,21.1,22.4
2014-01-10,19.0,25.7,0.4,6.6,9.3,41.0,4.0,26.0,66.0,59.0,1022.2,1019.6,6.0,3.0,22.3,23.8
2014-01-11,19.1,29.1,0.0,7.2,10.9,35.0,6.0,17.0,65.0,49.0,1018.9,1014.6,1.0,2.0,23.5,27.4
2014-01-12,21.1,28.8,0.0,10.4,10.3,39.0,9.0,19.0,71.0,61.0,1017.7,1017.0,2.0,3.0,24.8,26.1
2014-01-13,19.7,26.8,0.0,7.6,11.5,33.0,7.0,17.0,66.0,53.0,1021.9,1020.2,6.0,2.0,21.9,24.7
2014-01-14,18.3,27.5,0.0,7.2,12.0,44.0,7.0,30.0,59.0,53.0,1022.3,1019.7,4.0,0.0,22.8,26.2
2014-01-15,21.2,28.8,0.0,10.0,12.8,56.0,2.0,22.0,62.0,53.0,1021.7,1018.2,0.0,1.0,25.6,28.2
2014-01-16,21.1,28.1,0.0,10.8,13.1,41.0,9.0,28.0,64.0,58.0,1019.2,1016.6,0.0,0.0,25.3,27.3
2014-01-17,21.3,27.7,0.0,10.4,12.8,52.0,6.0,26.0,67.0,57.0,1016.7,1014.0,2.0,0.0,24.2,27.2
2014-01-18,19.3,28.7,0.0,10.6,13.1,52.0,7.0,22.0,65.0,51.0,1012.6,1009.4,0.0,0.0,25.1,28.3
2014-01-19,21.2,29.4,0.0,10.8,6.1,37.0,6.0,20.0,65.0,60.0,1010.0,1008.9,7.0,6.0,24.9,26.4
2014-01-20,21.7,25.9,0.0,4.2,2.8,37.0,11.0,24.0,71.0,65.0,1009.2,1008.0,6.0,7.0,24.1,25.1
2014-01-21,19.8,25.0,5.0,5.0,0.6,33.0,20.0,15.0,79.0,68.0,1010.2,1008.0,7.0,7.0,21.6,23.9
2014-01-22,19.8,22.8,3.0,2.8,0.0,43.0,15.0,24.0,74.0,60.0,1017.7,1019.9,7.0,7.0,21.8,22.3
2014-01-23,20.2,24.7,0.2,4.4,4.6,31.0,20.0,20.0,60.0,54.0,1023.2,1021.0,5.0,7.0,22.4,23.5
2014-01-24,19.7,26.3,0.0,7.4,1.5,52.0,20.0,28.0,69.0,61.0,1014.0,1008.0,8.0,8.0,23.9,26.0
2014-01-25,19.3,25.3,2.4,5.6,8.0,56.0,20.0,37.0,63.0,45.0,1012.0,1014.8,4.0,4.0,22.5,23.3
2014-01-26,17.2,22.3,0.2,8.6,2.3,31.0,7.0,19.0,77.0,48.0,1023.8,1024.1,7.0,7.0,18.1,21.1
2014-01-27,16.0,25.5,0.2,3.6,12.7,44.0,13.0,26.0,56.0,52.0,1024.4,1022.3,3.0,3.0,20.6,24.7
2014-01-28,19.6,26.5,0.0,9.4,13.0,57.0,17.0,28.0,45.0,56.0,1021.5,1018.4,1.0,1.0,24.7,25.5
2014-01-29,20.3,29.1,0.0,12.0,13.0,44.0,6.0,20.0,54.0,45.0,1017.0,1014.0,0.0,1.0,24.5,29.0
2014-01-30,21.7,27.9,0.0,9.6,13.0,52.0,13.0,30.0,56.0,44.0,1019.9,1016.8,3.0,0.0,25.2,27.6
2014-01-31,20.3,28.3,0.0,12.6,13.0,44.0,17.0,26.0,51.0,45.0,1014.9,1012.0,1.0,1.0,24.7,27.2
2014-02-01,21.7,28.7,0.0,11.0,10.6,37.0,17.0,17.0,72.0,59.0,1015.2,1012.6,6.0,3.0,23.6,26.6
2014-02-02,22.3,27.4,0.0,7.2,12.7,43.0,22.0,26.0,67.0,55.0,1015.6,1014.3,3.0,1.0,24.6,26.4
2014-02-03,21.3,27.1,0.0,12.0,11.6,56.0,26.0,33.0,55.0,51.0,1015.7,1012.0,1.0,0.0,24.9,25.9
2014-02-04,20.7,25.2,0.0,12.0,1.2,61.0,17.0,31.0,62.0,83.0,1017.1,1019.4,7.0,8.0,25.1,19.5
2014-02-05,17.5,24.5,3.2,5.2,3.1,41.0,26.0,26.0,59.0,46.0,1023.9,1022.3,6.0,7.0,20.6,22.7
2014-02-06,17.1,23.3,1.2,7.2,3.2,26.0,11.0,17.0,67.0,48.0,1020.3,1017.7,8.0,7.0,19.2,23.2
2014-02-07,15.5,25.4,0.2,4.2,12.3,41.0,11.0,30.0,63.0,52.0,1017.7,1015.2,1.0,1.0,19.6,25.0
2014-02-08,19.4,27.3,0.0,9.2,12.1,44.0,2.0,26.0,59.0,53.0,1018.1,1016.3,0.0,0.0,24.3,25.9
2014-02-09,20.6,27.6,0.0,9.6,12.9,48.0,9.0,22.0,63.0,52.0,1018.9,1015.4,2.0,0.0,24.6,27.1
2014-02-10,20.6,27.2,0.0,10.4,0.2,59.0,20.0,17.0,83.0,54.0,1019.5,1017.5,8.0,6.0,20.8,25.5
2014-02-11,20.1,27.7,0.0,7.2,4.0,31.0,4.0,13.0,72.0,60.0,1017.6,1014.6,8.0,2.0,22.4,25.9
2014-02-12,22.1,26.3,0.2,6.0,4.3,33.0,19.0,22.0,78.0,68.0,1016.5,1015.6,7.0,7.0,23.5,25.8
2014-02-13,21.5,27.0,3.4,4.6,7.5,39.0,11.0,28.0,66.0,64.0,1015.1,1011.3,4.0,8.0,25.1,25.6
2014-02-14,20.8,23.5,1.0,8.8,0.0,28.0,6.0,17.0,81.0,79.0,1008.1,1006.4,8.0,8.0,21.6,22.8
2014-02-15,20.9,24.9,1.0,2.2,0.0,26.0,2.0,17.0,88.0,82.0,1003.7,999.5,8.0,8.0,21.5,23.1
2014-02-16,21.4,25.0,6.0,2.4,0.0,54.0,6.0,24.0,78.0,83.0,999.5,1001.6,8.0,8.0,24.7,21.5
2014-02-17,18.4,26.4,21.8,7.0,8.3,31.0,13.0,20.0,90.0,56.0,1013.5,1013.3,7.0,4.0,19.0,23.7
2014-02-18,18.9,24.7,0.0,2.4,2.7,26.0,4.0,13.0,77.0,68.0,1013.0,1009.9,7.0,7.0,20.6,23.9
2014-02-19,20.5,29.1,0.0,2.2,1.8,35.0,11.0,13.0,81.0,82.0,1004.8,1002.1,7.0,8.0,23.8,23.5
2014-02-20,20.4,29.1,13.2,4.2,11.2,33.0,7.0,17.0,52.0,40.0,1007.8,1007.9,5.0,2.0,22.2,25.6
2014-02-21,18.0,27.0,0.0,11.4,11.9,41.0,20.0,28.0,33.0,44.0,1016.0,1015.8,1.0,1.0,21.1,24.4
2014-02-22,19.5,24.7,0.0,5.8,9.2,33.0,9.0,24.0,63.0,56.0,1020.3,1019.2,7.0,4.0,22.0,23.1
2014-02-23,19.6,26.5,0.0,8.0,10.7,37.0,24.0,20.0,50.0,51.0,1023.4,1021.8,1.0,2.0,23.0,24.2
2014-02-24,19.1,26.4,0.2,6.4,11.0,33.0,9.0,19.0,68.0,59.0,1020.7,1018.2,2.0,1.0,21.7,24.9
2014-02-25,19.5,26.7,0.0,7.4,11.8,50.0,6.0,30.0,72.0,54.0,1017.9,1013.6,3.0,1.0,23.2,26.1
2014-02-26,19.7,32.4,0.0,9.8,6.2,43.0,7.0,17.0,59.0,44.0,1011.8,1010.1,6.0,7.0,25.1,30.3
2014-02-27,20.3,22.0,4.4,5.2,0.2,44.0,24.0,26.0,82.0,78.0,1017.3,1019.2,7.0,7.0,21.7,21.2
2014-02-28,19.3,21.6,2.4,3.2,0.0,44.0,20.0,20.0,86.0,68.0,1022.7,1022.5,8.0,7.0,19.7,21.0
2014-03-01,18.2,22.7,10.4,1.6,0.0,26.0,2.0,11.0,90.0,75.0,1020.5,1019.1,7.0,8.0,19.6,22.0
2014-03-02,17.9,22.8,6.6,2.4,1.2,41.0,11.0,17.0,85.0,86.0,1020.3,1020.6,7.0,8.0,19.3,19.8
2014-03-03,18.8,26.3,4.6,3.8,3.8,37.0,11.0,11.0,70.0,75.0,1024.8,1024.5,3.0,7.0,21.7,22.2
2014-03-04,19.0,25.4,1.4,2.6,3.3,22.0,7.0,11.0,83.0,58.0,1026.1,1023.7,7.0,7.0,20.9,24.7
2014-03-05,18.1,27.5,0.2,4.0,7.7,50.0,4.0,15.0,69.0,62.0,1018.6,1014.0,1.0,3.0,21.9,26.6
2014-03-06,21.0,26.8,1.6,7.0,5.8,46.0,20.0,22.0,75.0,58.0,1018.6,1018.3,7.0,7.0,22.3,25.8
2014-03-07,19.3,26.9,0.2,5.2,7.5,31.0,13.0,20.0,69.0,64.0,1020.3,1018.7,4.0,5.0,23.0,25.7
2014-03-08,21.6,27.2,0.0,5.6,8.9,39.0,13.0,22.0,63.0,64.0,1022.6,1021.5,7.0,2.0,23.8,24.7
2014-03-09,19.6,27.1,0.0,6.4,11.1,31.0,6.0,20.0,68.0,53.0,1023.6,1020.9,4.0,3.0,22.8,25.7
2014-03-10,21.9,27.5,0.2,6.8,11.0,37.0,11.0,26.0,60.0,55.0,1023.4,1021.5,3.0,2.0,25.6,26.4
2014-03-11,19.6,27.8,0.0,8.6,10.8,35.0,9.0,20.0,67.0,46.0,1023.6,1021.3,1.0,1.0,22.8,26.3
2014-03-12,19.2,29.2,0.0,8.2,6.2,37.0,7.0,11.0,69.0,52.0,1018.1,1015.4,6.0,7.0,22.1,27.6
2014-03-13,18.5,27.0,27.8,7.0,6.2,44.0,15.0,15.0,81.0,56.0,1020.4,1018.2,6.0,3.0,19.6,26.0
